 rho = L(surface reflected)/L(sky) (non-dimen) as in
 Mobley, 1999, Appl Opt 38, page 7445, Eq. 4
   [(Theta,Phi) are the directions of photon travel.
   Theta is measured from 0 at the zenith.
   Solar photons travel in the Phi = 180 direction (the sun is located at Phi = 0).
   (Thus Phi = 45 represents the 135 degree viewing angle for minimizing sun glitter.)]
   These values are for 550 nm (see RhoNotes.pdf for discussion)
   I   J    Theta      Phi  Phi-view       rho
   4   1     60.0      0.0    180.0      0.0886
   4   2     60.0     15.0    165.0      0.0894
   4   3     60.0     30.0    150.0      0.0897
   4   4     60.0     45.0    135.0      0.0876
   4   5     60.0     60.0    120.0      0.0852
   4   6     60.0     75.0    105.0      0.0843
   4   7     60.0     90.0     90.0      0.0848
   4   8     60.0    105.0     75.0      0.0820
   4   9     60.0    120.0     60.0      0.0814
   4  10     60.0    135.0     45.0      0.0830
   4  11     60.0    150.0     30.0      0.1053
   4  12     60.0    165.0     15.0      0.2001
   4  13     60.0    180.0      0.0      0.0094
   3   1     70.0      0.0    180.0      0.1482
   3   2     70.0     15.0    165.0      0.1499
   3   3     70.0     30.0    150.0      0.1516
   3   4     70.0     45.0    135.0      0.1519
   3   5     70.0     60.0    120.0      0.1483
   3   6     70.0     75.0    105.0      0.1508
   3   7     70.0     90.0     90.0      0.1523
   3   8     70.0    105.0     75.0      0.1494
   3   9     70.0    120.0     60.0      0.1466
   3  10     70.0    135.0     45.0      0.1502
   3  11     70.0    150.0     30.0      0.1585
   3  12     70.0    165.0     15.0      0.3424
   3  13     70.0    180.0      0.0      0.5062
   2   1     80.0      0.0    180.0      0.1911
   2   2     80.0     15.0    165.0      0.1993
   2   3     80.0     30.0    150.0      0.2047
   2   4     80.0     45.0    135.0      0.2022
   2   5     80.0     60.0    120.0      0.1988
   2   6     80.0     75.0    105.0      0.2131
   2   7     80.0     90.0     90.0      0.2170
   2   8     80.0    105.0     75.0      0.2192
   2   9     80.0    120.0     60.0      0.2126
   2  10     80.0    135.0     45.0      0.2302
   2  11     80.0    150.0     30.0      0.2630
   2  12     80.0    165.0     15.0      0.6068
   2  13     80.0    180.0      0.0      1.3228
   1   1     87.5      0.0    180.0      0.2080
   1   2     87.5     15.0    165.0      0.2140
   1   3     87.5     30.0    150.0      0.2409
   1   4     87.5     45.0    135.0      0.2333
   1   5     87.5     60.0    120.0      0.2295
   1   6     87.5     75.0    105.0      0.2365
   1   7     87.5     90.0     90.0      0.2496
   1   8     87.5    105.0     75.0      0.2523
   1   9     87.5    120.0     60.0      0.2649
   1  10     87.5    135.0     45.0      0.3022
   1  11     87.5    150.0     30.0      0.3825
   1  12     87.5    165.0     15.0      0.8565
   1  13     87.5    180.0      0.0      2.5976
rho for WIND SPEED =  8.0 m/s     THETA_SUN = 70.0 deg
  10   1      0.0      0.0      0.0      0.0233
   9   1     10.0      0.0    180.0      0.0225
   9   2     10.0     15.0    165.0      0.0226
   9   3     10.0     30.0    150.0      0.0227
   9   4     10.0     45.0    135.0      0.0224
   9   5     10.0     60.0    120.0      0.0226
   9   6     10.0     75.0    105.0      0.0229
   9   7     10.0     90.0     90.0      0.0229
   9   8     10.0    105.0     75.0      0.0237
   9   9     10.0    120.0     60.0      0.0237
   9  10     10.0    135.0     45.0      0.0245
   9  11     10.0    150.0     30.0      0.0257
   9  12     10.0    165.0     15.0      0.0264
   9  13     10.0    180.0      0.0      0.0271
   8   1     20.0      0.0    180.0      0.0230
   8   2     20.0     15.0    165.0      0.0227
   8   3     20.0     30.0    150.0      0.0225
   8   4     20.0     45.0    135.0      0.0227
   8   5     20.0     60.0    120.0      0.0226
   8   6     20.0     75.0    105.0      0.0231
   8   7     20.0     90.0     90.0      0.0228
   8   8     20.0    105.0     75.0      0.0240
   8   9     20.0    120.0     60.0      0.0245
   8  10     20.0    135.0     45.0      0.0271
   8  11     20.0    150.0     30.0      0.0318
   8  12     20.0    165.0     15.0      0.0352
   8  13     20.0    180.0      0.0      0.0377
   7   1     30.0      0.0    180.0      0.0245
   7   2     30.0     15.0    165.0      0.0245
   7   3     30.0     30.0    150.0      0.0245
   7   4     30.0     45.0    135.0      0.0243
   7   5     30.0     60.0    120.0      0.0244
   7   6     30.0     75.0    105.0      0.0244
   7   7     30.0     90.0     90.0      0.0248
   7   8     30.0    105.0     75.0      0.0252
   7   9     30.0    120.0     60.0      0.0266
   7  10     30.0    135.0     45.0      0.0314
   7  11     30.0    150.0     30.0      0.0424
   7  12     30.0    165.0     15.0      0.0664
   7  13     30.0    180.0      0.0      0.0797
   6   1     40.0      0.0    180.0      0.0308
   6   2     40.0     15.0    165.0      0.0313
   6   3     40.0     30.0    150.0      0.0309
   6   4     40.0     45.0    135.0      0.0307
   6   5     40.0     60.0    120.0      0.0303
   6   6     40.0     75.0    105.0      0.0301
   6   7     40.0     90.0     90.0      0.0305
   6   8     40.0    105.0     75.0      0.0307
   6   9     40.0    120.0     60.0      0.0323
   6  10     40.0    135.0     45.0      0.0370
   6  11     40.0    150.0     30.0      0.0570
   6  12     40.0    165.0     15.0      0.1254
   6  13     40.0    180.0      0.0      0.1642
   5   1     50.0      0.0    180.0      0.0486
   5   2     50.0     15.0    165.0      0.0485
   5   3     50.0     30.0    150.0      0.0483
   5   4     50.0     45.0    135.0      0.0472
   5   5     50.0     60.0    120.0      0.0468
   5   6     50.0     75.0    105.0      0.0467
   5   7     50.0     90.0     90.0      0.0466
   5   8     50.0    105.0     75.0      0.0467
   5   9     50.0    120.0     60.0      0.0479
   5  10     50.0    135.0     45.0      0.0525
   5  11     50.0    150.0     30.0      0.0763
   5  12     50.0    165.0     15.0      0.1841
   5  13     50.0    180.0      0.0      0.2892
   4   1     60.0      0.0    180.0      0.0862
   4   2     60.0     15.0    165.0      0.0870
   4   3     60.0     30.0    150.0      0.0875
   4   4     60.0     45.0    135.0      0.0859
   4   5     60.0     60.0    120.0      0.0841
   4   6     60.0     75.0    105.0      0.0841
   4   7     60.0     90.0     90.0      0.0851
   4   8     60.0    105.0     75.0      0.0833
   4   9     60.0    120.0     60.0      0.0835
   4  10     60.0    135.0     45.0      0.0876
   4  11     60.0    150.0     30.0      0.1043
   4  12     60.0    165.0     15.0      0.2309
   4  13     60.0    180.0      0.0      0.3230
   3   1     70.0      0.0    180.0      0.1463
   3   2     70.0     15.0    165.0      0.1479
   3   3     70.0     30.0    150.0      0.1496
   3   4     70.0     45.0    135.0      0.1501
   3   5     70.0     60.0    120.0      0.1470
   3   6     70.0     75.0    105.0      0.1499
   3   7     70.0     90.0     90.0      0.1521
   3   8     70.0    105.0     75.0      0.1496
   3   9     70.0    120.0     60.0      0.1477
   3  10     70.0    135.0     45.0      0.1528
   3  11     70.0    150.0     30.0      0.1535
   3  12     70.0    165.0     15.0      0.2936
   3  13     70.0    180.0      0.0      0.0310
   2   1     80.0      0.0    180.0      0.1932
   2   2     80.0     15.0    165.0      0.2012
   2   3     80.0     30.0    150.0      0.2064
   2   4     80.0     45.0    135.0      0.2034
   2   5     80.0     60.0    120.0      0.1992
   2   6     80.0     75.0    105.0      0.2124
   2   7     80.0     90.0     90.0      0.2153
   2   8     80.0    105.0     75.0      0.2162
   2   9     80.0    120.0     60.0      0.2081
   2  10     80.0    135.0     45.0      0.2222
   2  11     80.0    150.0     30.0      0.2407
   2  12     80.0    165.0     15.0      0.4454
   2  13     80.0    180.0      0.0      0.9883
   1   1     87.5      0.0    180.0      0.2149
   1   2     87.5     15.0    165.0      0.2208
   1   3     87.5     30.0    150.0      0.2479
   1   4     87.5     45.0    135.0      0.2389
   1   5     87.5     60.0    120.0      0.2331
   1   6     87.5     75.0    105.0      0.2373
   1   7     87.5     90.0     90.0      0.2470
   1   8     87.5    105.0     75.0      0.2461
   1   9     87.5    120.0     60.0      0.2542
   1  10     87.5    135.0     45.0      0.2839
   1  11     87.5    150.0     30.0      0.3445
   1  12     87.5    165.0     15.0      0.6786
   1  13     87.5    180.0      0.0      2.2662
rho for WIND SPEED =  8.0 m/s     THETA_SUN = 80.0 deg
  10   1      0.0      0.0      0.0      0.0222
   9   1     10.0      0.0    180.0      0.0218
   9   2     10.0     15.0    165.0      0.0220
   9   3     10.0     30.0    150.0      0.0221
   9   4     10.0     45.0    135.0      0.0218
   9   5     10.0     60.0    120.0      0.0219
   9   6     10.0     75.0    105.0      0.0222
   9   7     10.0     90.0     90.0      0.0221
   9   8     10.0    105.0     75.0      0.0225
   9   9     10.0    120.0     60.0      0.0224
   9  10     10.0    135.0     45.0      0.0227
   9  11     10.0    150.0     30.0      0.0233
   9  12     10.0    165.0     15.0      0.0234
   9  13     10.0    180.0      0.0      0.0238
   8   1     20.0      0.0    180.0      0.0225
   8   2     20.0     15.0    165.0      0.0222
   8   3     20.0     30.0    150.0      0.0220
   8   4     20.0     45.0    135.0      0.0222
   8   5     20.0     60.0    120.0      0.0221
   8   6     20.0     75.0    105.0      0.0226
   8   7     20.0     90.0     90.0      0.0222
   8   8     20.0    105.0     75.0      0.0231
   8   9     20.0    120.0     60.0      0.0232
   8  10     20.0    135.0     45.0      0.0243
   8  11     20.0    150.0     30.0      0.0255
   8  12     20.0    165.0     15.0      0.0269
   8  13     20.0    180.0      0.0      0.0284
   7   1     30.0      0.0    180.0      0.0240
   7   2     30.0     15.0    165.0      0.0239
   7   3     30.0     30.0    150.0      0.0240
   7   4     30.0     45.0    135.0      0.0238
   7   5     30.0     60.0    120.0      0.0240
   7   6     30.0     75.0    105.0      0.0240
   7   7     30.0     90.0     90.0      0.0243
   7   8     30.0    105.0     75.0      0.0245
   7   9     30.0    120.0     60.0      0.0255
   7  10     30.0    135.0     45.0      0.0274
   7  11     30.0    150.0     30.0      0.0322
   7  12     30.0    165.0     15.0      0.0409
   7  13     30.0    180.0      0.0      0.0469
   6   1     40.0      0.0    180.0      0.0300
   6   2     40.0     15.0    165.0      0.0305
   6   3     40.0     30.0    150.0      0.0302
   6   4     40.0     45.0    135.0      0.0300
   6   5     40.0     60.0    120.0      0.0298
   6   6     40.0     75.0    105.0      0.0297
   6   7     40.0     90.0     90.0      0.0302
   6   8     40.0    105.0     75.0      0.0303
   6   9     40.0    120.0     60.0      0.0317
   6  10     40.0    135.0     45.0      0.0357
   6  11     40.0    150.0     30.0      0.0472
   6  12     40.0    165.0     15.0      0.0802
   6  13     40.0    180.0      0.0      0.1150
   5   1     50.0      0.0    180.0      0.0471
   5   2     50.0     15.0    165.0      0.0471
   5   3     50.0     30.0    150.0      0.0469
   5   4     50.0     45.0    135.0      0.0461
   5   5     50.0     60.0    120.0      0.0460
   5   6     50.0     75.0    105.0      0.0463
   5   7     50.0     90.0     90.0      0.0465
   5   8     50.0    105.0     75.0      0.0468
   5   9     50.0    120.0     60.0      0.0483
   5  10     50.0    135.0     45.0      0.0541
   5  11     50.0    150.0     30.0      0.0720
   5  12     50.0    165.0     15.0      0.1568
   5  13     50.0    180.0      0.0      0.2784
   4   1     60.0      0.0    180.0      0.0840
   4   2     60.0     15.0    165.0      0.0848
   4   3     60.0     30.0    150.0      0.0854
   4   4     60.0     45.0    135.0      0.0842
   4   5     60.0     60.0    120.0      0.0828
   4   6     60.0     75.0    105.0      0.0834
   4   7     60.0     90.0     90.0      0.0850
   4   8     60.0    105.0     75.0      0.0838
   4   9     60.0    120.0     60.0      0.0851
   4  10     60.0    135.0     45.0      0.0933
   4  11     60.0    150.0     30.0      0.1136
   4  12     60.0    165.0     15.0      0.2297
   4  13     60.0    180.0      0.0      0.4627
   3   1     70.0      0.0    180.0      0.1450
   3   2     70.0     15.0    165.0      0.1465
   3   3     70.0     30.0    150.0      0.1482
   3   4     70.0     45.0    135.0      0.1488
   3   5     70.0     60.0    120.0      0.1458
   3   6     70.0     75.0    105.0      0.1491
   3   7     70.0     90.0     90.0      0.1515
   3   8     70.0    105.0     75.0      0.1498
   3   9     70.0    120.0     60.0      0.1484
   3  10     70.0    135.0     45.0      0.1570
   3  11     70.0    150.0     30.0      0.1661
   3  12     70.0    165.0     15.0      0.2595
   3  13     70.0    180.0      0.0      0.4917
   2   1     80.0      0.0    180.0      0.1959
   2   2     80.0     15.0    165.0      0.2038
   2   3     80.0     30.0    150.0      0.2087
   2   4     80.0     45.0    135.0      0.2051
   2   5     80.0     60.0    120.0      0.2001
   2   6     80.0     75.0    105.0      0.2122
   2   7     80.0     90.0     90.0      0.2142
   2   8     80.0    105.0     75.0      0.2139
   2   9     80.0    120.0     60.0      0.2046
   2  10     80.0    135.0     45.0      0.2143
   2  11     80.0    150.0     30.0      0.2215
   2  12     80.0    165.0     15.0      0.2725
   2  13     80.0    180.0      0.0      0.0882
   1   1     87.5      0.0    180.0      0.2221
   1   2     87.5     15.0    165.0      0.2278
   1   3     87.5     30.0    150.0      0.2550
   1   4     87.5     45.0    135.0      0.2446
   1   5     87.5     60.0    120.0      0.2368
   1   6     87.5     75.0    105.0      0.2385
   1   7     87.5     90.0     90.0      0.2454
   1   8     87.5    105.0     75.0      0.2416
   1   9     87.5    120.0     60.0      0.2449
   1  10     87.5    135.0     45.0      0.2615
   1  11     87.5    150.0     30.0      0.2842
   1  12     87.5    165.0     15.0      0.3235
   1  13     87.5    180.0      0.0      0.8327
rho for WIND SPEED = 10.0 m/s     THETA_SUN =  0.0 deg
  10   1      0.0      0.0      0.0      0.0008
   9   1     10.0      0.0    180.0      0.0998
   9   2     10.0     15.0    165.0      0.0919
   9   3     10.0     30.0    150.0      0.0977
